id,miejscowosc,ulica,numer_domu,kod_pocztowy
66828,Ostróda,ul. Stefana Czarnieckiego,11,14-100
66829,Wrocław,ul. Trzebnicka,42,50-230
66830,Głogów,ul. Królewska,12,67-200
66831,Kraków,ul. Szlak,26,31-153
66832,Wrocław,ul. Strzegomska,47,53-611
66833,Warszawa,ul. Górczewska,212,00-460
66834,Lucień,,46,09-504
66835,Kraków,os. Złotej Jesieni,2,31-826
66836,Małkinia Górna,ul. Ostrowska,58,07-320
66837,Ryki,ul. Karola Wojtyły,1,08-500
66838,Zagrodno,,181a,59-516
66839,Nowa Wieś Lęborska,ul. Polna,9a,84-351
66840,Lębork,ul. Mireckiego,10,84-300
66841,Końskie,ul. Towarowa,4,26-200
66842,Solec,,6,09-500
66843,Ryki,ul. Juliusza Słowackiego,1,08-500
66844,Warszawa,ul. gen. Romana Abrahama,10,03-982
66845,Poznań,ul. Nad Seganką,4,60-541
66846,Białystok,ul. Suraska,1,15-093
66847,Sobole,,69c,21-307
66848,Wrocław,,1a,50-518
66849,Kraków,ul. Jana Zamoyskiego,6,30-523
66850,Kraków,ul. Jana Zamoyskiego,6,30-523
66851,Limanowa,ul. Jana Pawła II,42a,34-600
66852,Wyryki-Połód,,208,22-205
66853,Krosno,ul. św. Wojciecha,8,38-400
66854,Śrem,ul. Racławicka,7a,63-100
66855,Ibramowice,,42,32-109
66856,Puławy,ul. 6 Sierpnia,1,24-100
66857,Lublin,ul. Aleja Jana Długosza,6,20-054
66858,Głogów,ul. Grodzka,12,67-200
66859,Siedlce,ul. Jana Kilińskiego,16,08-110
66860,Konstancin-Jeziorna,ul. Łąkowa,38,05-510
66861,Werbkowice,ul. Jana Pawła II,17,22-550
66862,Łomża,ul. Wojska Polskiego,113,18-400
66863,Gryfice,ul. 6 Marca,6,72-300
66864,Gryfice,ul. Marszałka Józefa Piłsudskiego,34,72-300
66865,Promnik,ul. Szkolna,10,26-067
66866,Kielce,ul. Krakowska,8,25-029
66867,Włodawa,ul. Partyzantów,13,22-200
66868,Samsieczno,,34a,86-014
66869,Sosnowiec,ul. Warszawska,12,41-200
66870,Siedliska,,6,59-222
66871,Wodzisław Śląski,ul. Tysiąclecia,25,44-300
66872,Radzyń Podlaski,ul. Sitkowskiego,2a,21-300
66873,Studniska Dolne,,56,59-975
66874,Gliwice,Rynek,2,44-100
66875,Gliwice,ul. Władysława Sikorskiego,132,44-103
66876,Kołobrzeg,ul. Armii Krajowej,20c,78-100
66877,Gdańsk,ul. Orfeusza,33,80-299
66878,Gdańsk,ul. Morenowe Wzgórze,26,80-283
66879,Gierałtów,,110,59-730
66880,Gliwice,ul. Norberta Barlickiego,3,44-100
66881,Sosnowiec,ul. Warszawska,12,41-200
66882,Sosnowiec,ul. Warszawska,12,41-200
66883,Sosnowiec,ul. Warszawska,12,41-200
66884,Żukowo,ul. Armii Krajowej,1,83-330
66885,Koluszki,ul. Mickiewicza,8,95-040
66886,Lipinki,ul. Wiśniowa,1,05-200
66887,Rzeszotary,ul. Wiejska,68,59-222
66888,Rzeszów,ul. Józefa Ignacego Kraszewskiego,5,35-016
66889,Piaseczno,ul. Warszawska,30,05-500
66890,Warszawa,ul. Józefa Szanajcy,5,03-481
66891,Warszawa,,69,01-368
66892,Nowogard,ul. Armii Krajowej,28,72-200
66893,Warszawa,ul. Małej Żabki,15,03-289
66894,Częstochowa,ul. Pułaskiego,4/6,42-226
66895,Przyjaźń,ul. Szkolna,2,83-331
66896,Gryfino,ul. Niepodległości,16,74-100
66897,Częstochowa,ul. Żwirki i Wigury,6/14,42-217
66898,Częstochowa,ul. Żwirki i Wigury,6/14,42-217
66899,Warszawa,ul. Józefa Szanajcy,3,03-481
66900,Częstochowa,ul. Herberta,2,42-224
66901,Jarosław,ul. Świętego Ducha,8,37-500
66902,Warszawa,ul. Aleksandra Świętochowskiego,2,01-318
66903,Konin,ul. Kolska,1,62-500
66904,Pasłęk,ul. Władysława Jagiełły,30,14-400
66905,Wrocław,,25,52-419
66906,Wrocław,,43,51-315
66907,Wrocław,pl. Grunwaldzki,3b,50-377
66908,Wrocław,,16,50-140
66909,Wrocław,,1,50-354
66910,Wrocław,ul. Wielka,18,53-341
66911,Wrocław,,15,50-010
66912,Wrocław,,1,53-521
66913,Wrocław,,50,50-983
66914,Wrocław,ul. Pęgowska,34,51-180
66915,Wrocław,,57,52-218
66916,Wrocław,,1,50-153
66917,Nowy Sącz,ul. Jana Kochanowskiego,3,33-300
66918,Włodawa,al. Józefa Piłsudskiego,10,22-200
66919,Włodawa,al. Józefa Piłsudskiego,10,22-200
66920,Nowy Sącz,ul. gen. Stefana Grota-Roweckiego,15,33-300
66921,Nowy Sącz,ul. gen. Stefana Grota-Roweckiego,15,33-300
66922,Wrocław,,5,50-527
66923,Wrocław,ul. Pilczycka,139,54-144
66924,Wrocław,,9,50-077
66925,Wrocław,ul. Jana Władysława Dawida,5/7,50-527
66926,Nowy Sącz,ul. Jana Długosza,2,33-300
66927,Wrocław,ul. Kawalerzystów,9,53-004
66928,Warszawa,ul. Poznańska,6/8,00-680
66929,Wrocław,ul. Jana Długosza,59-75,51-162
66930,Wrocław,ul. Mokrzańska,35,54-020
66931,Wrocław,ul. Szwedzka,19abc,54-401
66932,Poznań,ul. Stanisława Staszica,15,60-526
66933,Wrocław,ul. Krakowska,56-62,50-425
66934,Wrocław,,12,53-609
66935,Warszawa,,41,02-837
66936,Warszawa,,18,02-584
66937,Augustów,ul. Śródmieście,31,16-300
66938,Nakło nad Notecią,ul. Gimnazjalna,8,89-100
66939,Augustów,ul. Nowomiejska,41,16-300
66940,Warszawa,,15,01-513
66941,Warszawa,,86,03-729
66942,Warszawa,,1/5,02-843
66943,Kamieniec Wrocławski,ul. Cichy Kącik,16,55-002
66944,Nakło nad Notecią,al. Aleja Adama Mickiewicza,3,89-100
66945,Nakło nad Notecią,al. Aleja Adama Mickiewicza,3,89-100
66946,Nakło nad Notecią,al. Aleja Adama Mickiewicza,3,89-100
66947,Kielce,ul. Helenówek,4,25-661
66948,Mińsk Mazowiecki,ul. Jagiellońska,24,05-300
66949,Wrocław,,28,50-148
66950,Chmielnik,,4b,36-016
66951,Kościan,,21,64-000
66952,Kielce,ul. Jagiellońska,28,25-608
66953,Kielce,ul. Ignacego Paderewskiego,55,25-950
66954,Chełm,ul. Powstańców Warszawy,10,22-100
66955,Kielce,ul. Jagiellońska,28,25-608
66956,Kielce,ul. Romualda,3,25-322
66957,Łomianki,ul. Wiślana,52,05-092
66958,Warszawa,,6,03-140
66959,Starachowice,ul. Wojska Polskiego,15,27-200
66960,Tarnów,pl. Dworcowy,5A,33-100
66961,Kielce,al. IX Wieków Kielc,8,25-516
66962,Garwolin,al. Legionów,21,08-400
66963,Iława,ul. Grunwaldzka,13,14-200
66964,Będzin,ul. Sportowa,5,42-500
66965,Żory,ul. Węglowa,11,44-240
66966,Warszawa,ul. Komorska,17/23,04-161
66967,Tarnów,pl. Dworcowy,5A,33-100
66968,Kielce,ul. Leopolda Staffa,7,25-410
66969,Szczytno,ul. Marii Curie-Skłodowskiej,11a,12-100
66970,Kielce,ul. Leopolda Staffa,7,25-410
66971,Lublin,ul. Energetyków,28,20-468
66972,Łódź,,117,90-301
66973,Chudek,,36,07-420
66974,Jazgarka,,54,07-420
66975,Gleba,,37b,07-420
66976,Wach,,96,07-420
66977,Czarnia,,67,07-420
66978,Łódź,,117,90-301
66979,Radlin,ul. Wiosny Ludów,287,44-310
66980,Radlin,ul. Wiosny Ludów,287,44-310
66981,Płock,ul. Kazimierza Wielkiego,27,09-400
66982,Kielce,ul. Henryka Sienkiewicza,38,25-507
66983,Kielce,ul. Henryka Sienkiewicza,60A,25-501
66984,Płock,ul. Kazimierza Wielkiego,27,09-400
66985,Kielce,ul. Henryka Sienkiewicza,30,25-507
66986,Kielce,,4a,25-368
66987,Turośl,ul. Jana Pawła II,28a,18-525
66988,Kielce,ul. Jasna,20/22,25-523
66989,Lublin,ul. Jacka Woronieckiego,11,20-492
66990,Kielce,ul. Helenówek,4,25-661
66991,Kielce,ul. Karczówkowska,27,25-713
66992,Kielce,ul. Zgoda,31,25-378
66993,Kielce,ul. Zgoda,31,25-378
66994,Warszawa,ul. Pelikanów,23,02-843
66995,Białystok,ul. Obrońców Westerplatte,4,15-190
66996,Pułtusk,ul. Piotra Skargi,2,06-100
66997,Chojęcin-Szum,,25,63-640
66998,Kędzierzyn-Koźle,ul. Garncarska,3,47-200
66999,Nowy Targ,os. Bór,1A,34-400
67000,Szczecin,ul. Mariana Rapackiego,1E,71-467
67001,Toruń,ul. Gustawa Morcinka,13,87-100
67002,Toruń,ul. Gustawa Morcinka,13,87-100
67003,Toruń,ul. Gustawa Morcinka,13,87-100
67004,Jasło,ul. Wincentego Pola,9,38-200
67005,Wrocław,al. Wiśniowa,81,53-126
67006,Wrocław,al. Wiśniowa,81,53-126
67007,Bydgoszcz,ul. Adama Naruszewicza,11,85-230
67008,Bydgoszcz,ul. Adama Naruszewicza,11,85-230
67009,Bydgoszcz,ul. Adama Naruszewicza,11,85-230
67010,Banino,ul. Lipowa,4,80-297
67011,Łeba,ul. Nadmorska,21,84-360
67012,Łeba,ul. Nadmorska,21,84-360
67013,Lubawa,ul. Rzepnikowskiego,33,14-260
67014,Urzędów,ul. Wodna,34,23-250
67015,Rzeszów,ul. 3 Maja,28,35-030
67016,Toruń,ul. Ludwika Rydygiera,12a,87-100
67017,Toruń,ul. Bananowa,25,87-100
67018,Toruń,ul. Gustawa Morcinka,13,87-100
67019,Brzesko,ul. Browarna,39,32-800
67020,Brzesko,ul. Browarna,39,32-800
67021,Wesoła,al. Aleja marsz. Józefa Piłsudskiego,73,05-077
67022,Warszawa,ul. Podwale,13,00-252
67023,Toruń,ul. Żwirki i Wigury,49,87-100
67024,Warszawa,,24/26,00-549
67025,Żory,ul. Garncarska,16,44-240
67026,Toruń,ul. Żółkiewskiego,46/1,87-100
67027,Toruń,ul. Osikowa,15,87-100
67028,Toruń,ul. gen. Józefa Bema,66,87-100
67029,Kostrzyn nad Odrą,ul. Tadeusza Kościuszki,7,66-470
67030,Warszawa,,18,02-389
67031,Bydgoszcz,ul. Tadeusza Kościuszki,37A,85-079
67032,Nowogard,ul. Zielona,11,72-200
67033,Kraków,ul. Przemiarki,23,30-384
67034,Toruń,ul. Jęczmienna,23,87-100
67035,Ełk,ul. Nadjeziorna,1b,19-300
67036,Toruń,,17,87-100
67037,Bydgoszcz,ul. Janosika,3A,85-792
67038,Poznań,ul. Stanisława Wyspiańskiego,27,60-751
67039,Poznań,os. Pod Lipami,106,61-638
67040,Łęczna,ul. Jaśminowa,6,21-010
67041,Krotoszyn,ul. Zdunowska,81,63-700
67042,Poznań,os. Pod Lipami,106,61-638
67043,Szczecin,al. Wojska Polskiego,31,70-473
67044,Ząbki,ul. 11 Listopada,85,05-091
67045,Poznań,ul. Stanisława Wyspiańskiego,27,60-751
67046,Ząbki,ul. Powstańców,70A,05-091
67047,Szczecin,al. Wojska Polskiego,31,70-473
67048,Pszczyna,ul. Karola Szymanowskiego,12,43-200
67049,Pszczyna,ul. Karola Szymanowskiego,12,43-200
67050,Bydgoszcz,ul. Józefa Twardzickiego,33B,85-791
67051,Bydgoszcz,ul. Józefa Twardzickiego,33B,85-791
67052,Bydgoszcz,ul. Józefa Twardzickiego,33B,85-791
67053,Radom,ul. Stanisława Wernera,47,26-600
67054,Wrocław,,10,50-106
67055,Radom,ul. 11 Listopada,27,26-600
67056,Radom,,3,26-600
67057,Mieczków,,14,55-311
67058,Ostróda,ul. Przemysłowa,8,14-100
67059,Olsztyn,ul. Przemysłowa,8,10-418
67060,Radom,ul. Bolesława Limanowskiego,26,26-600
67061,Sienno,ul. Szkolna,6,27-350
67062,Sienno,ul. Szkolna,6,27-350
67063,Wysokie Mazowieckie,ul. Ludowa,91,18-200
67064,Bydgoszcz,,26,85-094
67065,Łyse,ul. Szkolna,1,07-437
67066,Tychy,ul. Ustronna,1,43-100
67067,Jastrowie,al. Wolności,1,64-915
67068,Jastrzębie-Zdrój,ul. Poznańska,1a,44-335
67069,Jastrzębie-Zdrój,ul. Wrocławska,6,44-335
67070,Jastrzębie-Zdrój,ul. Poznańska,1a,44-335
67071,Opole,ul. Katowicka,55,45-061
67072,Jastrzębie-Zdrój,ul. Śląska,1,44-335
67073,Bydgoszcz,ul. Garbary,2,85-829
67074,Łódź,,117,90-301
67075,Wałbrzych,Rynek,20,58-300
67076,Krosno,ul. Feliksa Czajkowskiego,49,38-400
67077,Łódź,ul. Łąkowa,42,90-713
67078,Gdynia,ul. Grodnieńska,17,81-533
67079,Krosno,ul. Feliksa Czajkowskiego,49,38-400
67080,Skarżysko-Kamienna,ul. Warszawska,54,26-110
67081,Paszczyna,,241,39-207
67082,Sopot,ul. gen. Władysława Sikorskiego,2a,81-827
67083,Kraków,ul. Andrzeja Frycza-Modrzewskiego,3,31-216
67084,Mołodiatycze,,86,22-554
67085,Łańcut,ul. Józefa Piłsudskiego,70/26,37-100
67086,Lubartów,ul. 1 Maja,66,21-100
67087,Międzyrzecze,,27d,58-150
67088,Goleniów,ul. Bohaterów Warszawy,21,72-100
67089,Goleniów,ul. Jana Matejki,22,72-100
67090,Tyczyn,ul. Świętego Krzyża,4,36-020
67091,Wyszków,ul. Białostocka,12,07-200
67092,Brzezówka,,94,39-102
67093,Suwałki,ul. Ludwika Waryńskiego,41A,16-400
67094,Kotowa Wola,,1,37-416
67095,Kraków,ul. Borkowska,25,30-438
67096,Nowy Sącz,ul. Tadeusza Rejtana,18,33-300
67097,Górowo Iławeckie,ul. kard. Wyszyńskiego,1,11-220
67098,Okonek,ul. Spokojna,1,64-965
67099,Władysławowo,ul. Młyńska,44,84-120
67100,Góra Kalwaria,ul. Dominikańska,7,05-530
67101,Góra Kalwaria,ul. Stefana Batorego,13,05-530
67102,Góra Kalwaria,ul. Pijarska,23b,05-530
67103,Wałcz,ul. Budowlanych,4,78-600
67104,Wałcz,ul. Bankowa,13,78-600
67105,Ziębice,ul. Klasztorna,6,57-220
67106,Wola Lubecka,,164,33-162
67107,Joniny,,3,33-160
67108,Sanok,ul. Mickiewicza,11,38-500
67109,Roztoki,,80,38-204
67110,Jastrzębie-Zdrój,ul. Wrocławska,6,44-335
67111,Czeladź,ul. Władysława Reymonta,68,41-250
67112,Józefosław,ul. Geodetów,45A,05-509
67113,Mońki,ul. Tysiąclecia,15,19-100
67114,Goniądz,ul. Różana,2,19-110
67115,Zabrze,al. Aleja Szczęście Ludwika,2,41-807
67116,Piaseczno,ul. 17 Stycznia,9,05-500
67117,Kraków,ul. Obozowa,41a,30-383
67118,Piaseczno,ul. Ogrodowa,20A,05-509
67119,Czersk,ul. Trakt K. Pułaskiego,18H,05-530
67120,Kobyłka,ul. Ceramiczna,49,05-230
67121,Pabianice,,3,95-200
67122,Sosnowiec,ul. Ostrogórska,21,41-200
67123,Petrykozy,,1,26-307
67124,Leśna,ul. Tadeusza Kościuszki,7,59-820
67125,Rękoraj,,52,97-310
67126,Opole,ul. Władysława Reymonta,16,45-066
67127,Krzątka,,202,36-110
67128,Warszawa,,2,04-703
67129,Kartuzy,ul. Kościerska,3,83-300
67130,Łódź,al. Tadeusza Kościuszki,59/61,90-514
67131,Lublin,ul. Jasna,6,20-077
67132,Piaseczno,ul. Adama Mickiewicza,11,05-500
67133,Zamarte,ul. Parkowa,16,89-430
67134,Borowo,ul. Długa,5,83-332
67135,Biała Podlaska,ul. Warszawska,6,21-500
67136,Jurata,ul. ks. Hieronima Gołębiewskiego,1,84-140
67137,Witkowo,ul. Gnieźnieńska,16,62-230
67138,Lublin,ul. Prof. Antoniego Gębali,6,20-093
67139,Bielsk Podlaski,ul. Rejonowa,3a,17-100
67140,Ostrowsko,ul. Jana Pawła II,13,34-431
67141,Wrocław,,2-4,50-073
67142,Wrocław,ul. Cicha,4,51-659
67143,Warszawa,,26a,01-309
67144,Szczecin,ul. Tadeusza Szeligowskiego,61,71-051
67145,Jastrzębie-Zdrój,ul. Wielkopolska,20,44-335
67146,Wesoła,al. Aleja marsz. Józefa Piłsudskiego,73,00-077
67147,Olsztyn,ul. gen. Franciszka Kleeberga,2,10-693
67148,Warszawa,ul. Belgradzka,4,02-793
67149,Jeziórko,ul. Kościelna,3,05-540
67150,Bydgoszcz,ul. Szarych Szeregów,4A,85-829
67151,Bydgoszcz,ul. Szarych Szeregów,4A,85-829
67152,Lublin,ul. Klemensa Junoszy,47,20-058
67153,Przasnysz,ul. Wojskowa,5,06-300
67154,Piekary Śląskie,ul. Gimnazjalna,24,41-940
67155,Bydgoszcz,,8,85-158
67156,Bydgoszcz,ul. Stanisława Staszica,4,85-014
67157,Bydgoszcz,ul. Stanisława Staszica,4,85-014
67158,Tomaszów Lubelski,ul. Żwirki i Wigury,7,22-600
67159,Bobolice,ul. Głowackiego,7,76-020
67160,Prudnik,ul. Gimnazjalna,2,48-200
67161,Rzeszów,ul. Artura Grottgera,22,35-005
67162,Rzeszów,ul. Artura Grottgera,22,35-005
67163,Sokółka,ul. Szkolna,2,16-100
67164,Sokółka,ul. Szkolna,2,16-100
67165,Warszawa,,4A,02-972
67166,Tarnów,ul. Eugeniusza Kwiatkowskiego,17,33-101
67167,Sosnowiec,ul. Henryka Rodakowskiego,7,41-219
67168,Bydgoszcz,ul. Dworcowa,4,85-010
67169,Bydgoszcz,ul. Dworcowa,4,85-010
67170,Bydgoszcz,ul. Garbary,2,85-229
67171,Warszawa,ul. Tarnowiecka,4,04-174
67172,Przemyśl,ul. Jana Kilińskiego,12,37-700
67173,Goleniów,ul. Szkolna,13,72-100
67174,Opole,ul. Ozimska,48,45-368
67175,Opoczno,ul. Piotrkowska,9A,26-300
67176,Gdańsk,ul. Heleny Marusarzówny,10,80-288
67177,Łódź,al. marsz. Józefa Piłsudskiego,12,90-051
67178,Pieszcz,,46,76-113
67179,Kościan,ul. Wyzwolenia,24,64-000
67180,Racibórz,ul. Króla Stefana Batorego,10,47-400
67181,Opole,ul. Szymona Koszyka,21,45-720
67182,Miedzna Drewniana,,259,26-307
67183,Bydgoszcz,ul. Gdańska,122,85-674
67184,Bydgoszcz,ul. Gdańska,122,85-021
67185,Bydgoszcz,ul. Gdańska,122,85-021
67186,Oświęcim,ul. Żwirki i Wigury,1,32-600
67187,Jelenia Góra,ul. Adama Mickiewicza,10,58-500
67188,Kielce,pl. Niepodległości,1,25-506
67189,Bytom,ul. Antoniego Józefczaka,40,41-902
67190,Bytom,ul. Antoniego Józefczaka,40,41-902
67191,Sienno,ul. Szkolna,41,27-350
67192,Gliwice,ul. Norberta Barlickiego,3,44-100
67193,Malbork,ul. Mariana Smoluchowskiego,8a,82-200
67194,Toruń,ul. św. Józefa,26,87-100
67195,Olesno,ul. Wielkie Przedmieście,51,46-300
67196,Sienno,ul. Szkolna,41,27-350
67197,Stargard,ul. Szczecińska,6,73-110
67198,Stargard,ul. Pierwszej Brygady,15a,73-110
67199,Kraków,ul. Kluczborska,3,31-271
67200,Kędzierzyn-Koźle,ul. Wyspa,3,47-200
67201,Strzelno,ul. Gimnazjalna,17,88-320
67202,Kraków,ul. Dekarzy,22,30-414
67203,Ciechanów,ul. Orylska,9,06-400
67204,Lublin,ul. Bernardyńska,14,20-109
67205,Bydgoszcz,ul. Bolesława Rumińskiego,6,85-030
67206,Ciechanów,ul. Orylska,9,06-400
67207,Łomża,ul. Studencka,19,18-400
67208,Chojnice,ul. Lichnowska,5,89-620
67209,Katowice,ul. św. Jacka,3,40-952
67210,Grodków,ul. Krakowska,31K,49-200
67211,Zalas,,1,07-438
67212,Pupkowizna,,38,07-437
67213,Sosnowiec,ul. Warszawska,12,41-200
67214,Warszawa,ul. Nowoursynowska,154a,02-797
67215,Lublin,ul. Mełgiewska,7,20-209
67216,Tarnobrzeg,ul. św. Barbary,1B,39-400
67217,Drążdżewo Nowe,,41,06-323
67218,Rybnik,ul. 3 Maja,18,44-200
67219,Poznań,ul. Głuszyna,196A,61-329
67220,Sosnowiec,ul. Bolesława Prusa,253A,41-219
67221,Pietrowice Wielkie,ul. Konopnickiej,28,47-480
67222,Pietrowice Wielkie,ul. Konopnickiej,28,47-480
67223,Myślibórz,ul. ks. kard. Stefana Wyszyńskiego,3/2,74-300
67224,Dębno,ul. Kwiatowa,21,74-400
67225,Szczecin,ul. Przestrzenna,21,70-800
67226,Żytkiejmy,ul. Plac Wolności,1,19-504
67227,Reczpol,,91,37-755
67228,Wałbrzych,ul. Władysława Broniewskiego,1B,58-309
67229,Połczyno,ul. Szkolna,37,84-100
67230,Mojęcice,ul. Wołowska,4,56-100
67231,Gliwice,ul. Harcerska,13,44-117
67232,Śrem,ul. Wacława Adamskiego,1,63-100
67233,Nowy Targ,ul. Szaflarska,146a,34-400
67234,Warszawa,,21,03-138
67235,Bachów,,43,37-755
67236,Wejherowo,ul. Jana III Sobieskiego,344,84-200
67237,Okonek,ul. Niepodległości,34A,64-965
67238,Warszawa,,21,01-199
67239,Droszków,ul. Dębowa,6,66-003
67240,Częstochowa,ul. św. Augustyna,3/7,42-226
67241,Błonie,ul. Traugutta,3,05-870
67242,Stargard,ul. Majora Henryka Sucharskiego,3b,73-110
67243,Józefosław,ul. Urocza,14,05-509
67244,Łódź,ul. Rewolucji 1905 r.,52,93-192
67245,Wrocław,ul. Jedności Narodowej,46A,50-258
67246,Bydgoszcz,ul. Fordońska,246,85-766
67247,Warszawa,,3,01-495
67248,Warszawa,,15,01-903
67249,Raszyn,ul. Tadeusza Kościuszki,19,05-090
67250,Dobrołęka,,26,07-430
67251,Grabówek,,20,07-416
67252,Przystań,,33,07-416
67253,Wrocław,ul. Kazimierza Wielkiego,9,50-077
67254,Bydgoszcz,ul. Toruńska,55-57,85-023
67255,Pruszcz Gdański,ul. Fryderyka Chopina,19,83-000
67256,Katowice,ul. Karola Marcinkowskiego,6c,40-233
67257,Łódź,,70,90-251
67258,Łódź,,70,90-251
67259,Łódź,,70,90-251
67260,Lublin,ul. Bursztynowa,17,20-576
67261,Toruń,,17,87-100
67262,Bydgoszcz,ul. Toruńska,50,85-023
67263,Wrocław,,28,50-148
67264,Bydgoszcz,ul. Unii Lubelskiej,4C,85-059
67265,Łączki,,103,07-438
67266,Gdańsk,ul. Chłopska,64,80-350
67267,Lubin,ul. Szpakowa,1,59-300
67268,Bydgoszcz,ul. Długa,32,85-034
67269,Rzeszów,ul. Ignacego Solarza,12,35-118
67270,Bydgoszcz,ul. Dworcowa,7,85-009
67271,Bydgoszcz,ul. Mieczysława Karłowicza,2,85-092
67272,Płońsk,ul. Wieczorków,30,09-100
67273,Piekary Śląskie,ul. Armii Krajowej,2,41-943
67274,Jastrzębie-Zdrój,ul. Harcerska,12,44-335
67275,Postomino,,15 A,76-113
67276,Legnica,ul. Dezyderego Chłapowskiego,13,59-220
67277,Legnica,ul. Dezyderego Chłapowskiego,13,59-220
67278,Legnica,ul. Dezyderego Chłapowskiego,13,59-220
67279,Legnica,ul. Dezyderego Chłapowskiego,13,59-220
67280,Legnica,ul. Dezyderego Chłapowskiego,13,59-220
67281,Jastrzębie-Zdrój,ul. Graniczna,2,44-335
67282,Wrocław,ul. Edwarda Dembowskiego,39,51-670
67283,Słupsk,ul. Pomorska,24,76-200
67284,Lubin,ul. Mikołaja Kopernika,8,59-300
67285,Gęś,,165,21-205
67286,Dawidy,,56,21-205
67287,Kolano-Kolonia,,44,21-205
67288,Świnoujście,ul. Jana Kasprowicza,4,72-600
67289,Giżycko,ul. Gimnazjalna,1,11-500
67290,Bielsko-Biała,ul. Kazimierza Wielkiego,21,43-300
67291,Wrocław,,57,53-429
67292,Limanowa,ul. Kopernika,18,34-600
67293,Nieporęt,ul. Zegrzyńska,8D,05-126
67294,Ząbki,ul. Powstańców,24I,05-091
67295,Modliszewko,ul. Jana i Katarzyny Gaców,8,62-200
67296,Wrocław,ul. Jerzego Bajana,62,54-129
67297,Pisz,ul. Gustawa Gizewiusza,12,12-200
67298,Zakopane,ul. Jana Pawła II,10a,34-500
67299,Słupsk,ul. Koszalińska,9,76-200
67300,Katowice,ul. Mikołowska,100A,40-065
67301,Zabrze,ul. Karola Miarki,22,41-800
67302,Kraków,ul. Aleksandra Lubomirskiego,21,31-509
67303,Kraków,ul. Aleksandra Lubomirskiego,21,31-509
67304,Katowice,ul. Adama Mickiewicza,22,40-092
67305,Szczecin,ul. Portowa,21,70-833
67306,Szczecin,ul. Portowa,21,70-833
67307,Zgierz,ul. Żytnia,18,95-100
67308,Wolsztyn,ul. Przemysłowa,8,64-200
67309,Koszalin,ul. Jedności,9,75-401
67310,Koszalin,ul. Połczyńska,71a,75-816
67311,Suchowola,,102,26-020
67312,Brzeg,ul. Trzech Kotwic,11B,49-300
67313,Brzeg,ul. Trzech Kotwic,11B,49-300
67314,Słupsk,ul. Mikołaja Kopernika,28-31,76-200
67315,Krzczonów,,55A,26-340
67316,Nowy Sącz,ul. św. Ducha,6,33-300
67317,Wrocław,,1,50-153
67318,Warszawa,ul. Domaniewska,34A,03-672
67319,Sosnowiec,ul. Modrzejowska,6,41-200
67320,Sosnowiec,ul. Modrzejowska,6,41-200
67321,Szczecin,ul. Niemierzyńska,17,70-440
67322,Jaworzynka,,657,43-476
67323,Sosnowiec,ul. Legionów,21,41-200
67324,Sosnowiec,ul. Legionów,21,41-200
67325,Sosnowiec,ul. Legionów,21,41-200
67326,Wrocław,ul. Suwalska,5,54-104
67327,Nowogard,ul. Wojska Polskiego,3,72-200
67328,Wrocław,,17,54-438
67329,Wrocław,,2,50-425
67330,Kielce,ul. Henryka Sienkiewicza,38,25-507
67331,Białystok,ul. Ciepła,40 bud. C,15-472
67332,Białystok,ul. Ciepła,40 bud. C,15-472
67333,Kielce,ul. Wesoła,19,25-305
67334,Kielce,ul. Wesoła,19,25-305
67335,Milicz,ul. Mikołaja Kopernika,18,56-300
67336,Hadykówka,,47,36-105
67337,Żary,ul. 9 Maja,9,68-200
67338,Żary,ul. 9 Maja,9,68-200
67339,Żary,ul. 9 Maja,9,68-200
67340,Bytom,ul. Andrzeja Frycza Modrzewskiego,5,41-907
67341,Goleniów,ul. Konstytucji 3 Maja,19,72-100
67342,Mysłowice,ul. Bernarda Wały,3a,41-412
67343,Kraków,ul. ks. Kazimierza Siemaszki,32B,31-207
67344,Opole,ul. Tadeusza Kościuszki,39,45-063
67345,Poręby Dymarskie,,157B,36-105
67346,Olsztyn,ul. Przemysłowa,8,10-418
67347,Janowiec,ul. Osiedle Szkolne,5B,24-123
67348,Gdynia,ul. Świętojańska,141 b,81-323
67349,Gdynia,ul. 10 Lutego,33,81-364
67350,Kielce,ul. Henryka Sienkiewicza,34,25-507
67351,Katowice,ul. Sokolska,23,40-086
67352,Oświęcim,ul. Władysława Jagiełły,10,32-600
67353,Kwidzyn,ul. Chopina,27,82-500
67354,Zduńska Wola,ul. Komisji Edukacji Narodowej,3/5,98-220
67355,Elbląg,ul. 1 Maja,54,82-300
67356,Elbląg,ul. 1 Maja,2,82-300
67357,Ruda Śląska,ul. Piotra Niedurnego,44,41-709
67358,Myszków,ul. Pułaskiego,7,42-300
67359,Iława,ul. Norberta Barlickiego,31D,14-200
